,id,user_id,view_id,room_id,roomuser_id,participant_id,deleted_at,updated_at,registered_at
9089,9202,16142,9130,10760,12654,4e4f887a,2022-04-12 06:22:36.524,2022-04-12 06:22:36.524,2022-04-12 06:18:56.193
9090,9203,16143,9131,10761,12655,cbe16823,2022-04-12 06:21:00.058,2022-04-12 06:21:00.058,2022-04-12 06:19:39.124
9091,9204,16143,9132,10762,12656,98ea54de,2022-04-12 06:23:46.453,2022-04-12 06:23:46.453,2022-04-12 06:21:19.700
9092,9205,16142,9133,10763,12657,d4f92511,2022-04-12 07:25:43.903,2022-04-12 07:25:43.903,2022-04-12 06:25:18.154
9093,9206,16145,9134,10763,12658,3508acfc,2022-04-12 06:58:14.183,2022-04-12 06:58:14.183,2022-04-12 06:30:49.245
9094,9207,16142,9135,10764,12659,dd5bbd28,2022-04-12 06:41:07.580,2022-04-12 06:41:07.580,2022-04-12 06:40:06.528
9095,9208,16146,9136,10763,12660,5a513478,2022-04-12 07:30:44.754,2022-04-12 07:30:44.754,2022-04-12 06:50:21.350
9096,9209,16145,9137,10763,12658,1e071fbf,2022-04-12 07:25:38.492,2022-04-12 07:25:38.492,2022-04-12 06:58:47.701
9097,9210,947,9138,10765,12661,e3e99d99,2022-04-12 07:19:41.210,2022-04-12 07:19:41.210,2022-04-12 07:18:11.650
9098,9211,16142,9139,10768,12664,8197abe8,2022-04-12 07:33:06.259,2022-04-12 07:33:06.259,2022-04-12 07:29:32.740
9099,9212,16145,9140,10768,12665,c31ceaaf,2022-04-12 07:34:00.779,2022-04-12 07:34:00.779,2022-04-12 07:31:34.524
9100,9213,16042,9141,10769,12666,8686458d,2022-04-12 07:33:21.567,2022-04-12 07:33:21.567,2022-04-12 07:32:18.946
9101,9214,16142,9142,10770,12667,665bdc1c,2022-04-12 07:36:50.001,2022-04-12 07:36:50.001,2022-04-12 07:35:52.516
9102,9215,16142,9143,10771,12668,a490ac49,2022-04-12 07:43:13.338,2022-04-12 07:43:13.338,2022-04-12 07:41:26.912
9103,9216,16153,9144,10772,12669,41947e9b,2022-04-12 08:21:18.384,2022-04-12 08:21:18.384,2022-04-12 08:19:48.501
9104,9217,15926,9145,10773,12670,76922545,2022-04-12 08:44:10.054,2022-04-12 08:44:10.054,2022-04-12 08:42:24.434
9105,9218,3628,9146,10774,12671,b51d0026,2022-04-12 09:12:36.783,2022-04-12 09:12:36.783,2022-04-12 09:11:17.419
9106,9219,15452,9147,10783,12672,ad1ec246,2022-04-12 10:40:36.334,2022-04-12 10:40:36.334,2022-04-12 10:39:49.158
9107,9220,6290,9148,10784,12673,1637ff10,2022-04-12 10:56:14.818,2022-04-12 10:56:14.818,2022-04-12 10:52:18.535
9108,9221,12419,9149,10786,12675,c4c60dee,2022-04-12 11:25:41.202,2022-04-12 11:25:41.202,2022-04-12 11:16:57.610
9109,9222,16166,9150,10787,12676,3cb3aff0,2022-04-12 11:36:20.522,2022-04-12 11:36:20.523,2022-04-12 11:19:19.470
9110,9223,15077,9151,10786,12677,cc2eabb8,2022-04-12 11:25:41.251,2022-04-12 11:25:41.251,2022-04-12 11:21:41.446
9111,9224,16166,9152,10787,12676,3cb3aff0,2022-04-12 11:37:18.000,2022-04-12 11:37:18.000,2022-04-12 11:37:07.675
9112,9225,10,9153,10789,12679,eaf49eaf,2022-04-12 12:06:12.286,2022-04-12 12:06:12.286,2022-04-12 12:05:57.998
9113,9226,16172,9154,10787,12680,e53095dd,2022-04-12 12:35:21.851,2022-04-12 12:35:21.851,2022-04-12 12:13:22.489
9114,9227,16166,9155,10787,12676,ca7ec8d5,2022-04-12 12:37:00.447,2022-04-12 12:37:00.447,2022-04-12 12:31:53.918
9115,9228,16172,9156,10787,12680,22eee689,2022-04-12 12:36:16.822,2022-04-12 12:36:16.822,2022-04-12 12:36:03.632
9116,9229,16172,9157,10787,12680,8fb0ee2e,2022-04-12 12:38:08.730,2022-04-12 12:38:08.730,2022-04-12 12:36:39.244
9117,9230,16166,9158,10790,12681,f36905aa,2022-04-12 12:43:58.454,2022-04-12 12:43:58.454,2022-04-12 12:37:15.683
9118,9231,16172,9159,10787,12680,e45b04b1,2022-04-12 12:48:53.324,2022-04-12 12:48:53.324,2022-04-12 12:39:21.779
9119,9232,16172,9160,10790,12682,778c033b,2022-04-12 12:41:36.158,2022-04-12 12:41:36.159,2022-04-12 12:39:40.753
9120,9233,16172,9161,10790,12682,52a76717,2022-04-12 12:42:36.155,2022-04-12 12:42:36.155,2022-04-12 12:42:01.743
9121,9234,16172,9162,10790,12682,b2f38279,2022-04-12 12:44:26.747,2022-04-12 12:44:26.747,2022-04-12 12:42:54.138
9122,9235,16172,9163,10791,12683,c201e805,2022-04-12 12:58:21.514,2022-04-12 12:58:21.514,2022-04-12 12:45:01.673
9123,9236,16166,9164,10791,12684,f3f7de52,2022-04-12 12:57:36.334,2022-04-12 12:57:36.334,2022-04-12 12:45:24.903
9124,9237,16166,9165,10791,12684,99b12ec8,2022-04-12 13:23:07.840,2022-04-12 13:23:07.840,2022-04-12 12:58:01.611
9125,9238,16172,9166,10791,12683,ba7aaadf,2022-04-12 13:02:38.431,2022-04-12 13:02:38.431,2022-04-12 12:58:33.940
9126,9239,16172,9167,10791,12683,bc26cd1a,2022-04-12 13:17:47.339,2022-04-12 13:17:47.339,2022-04-12 13:03:02.620
9127,9240,15211,9168,10792,12685,9c8b016d,2022-04-12 14:57:50.684,2022-04-12 14:57:50.684,2022-04-12 13:03:17.190
9128,9241,16174,9169,10793,12686,88c5ae35,2022-04-12 13:11:56.459,2022-04-12 13:11:56.460,2022-04-12 13:05:55.911
9129,9242,15208,9170,10792,12687,e3adf1d3,2022-04-12 13:08:46.335,2022-04-12 13:08:46.335,2022-04-12 13:07:43.498
9130,9243,15208,9171,10792,12687,ccbad473,2022-04-12 14:57:47.696,2022-04-12 14:57:47.696,2022-04-12 13:09:26.776
9131,9244,16175,9172,10793,12688,ee06b45c,2022-04-12 13:22:25.613,2022-04-12 13:22:25.613,2022-04-12 13:10:32.769
9132,9245,16172,9173,10791,12683,f99379e0,2022-04-12 13:38:11.034,2022-04-12 13:38:11.034,2022-04-12 13:17:50.254
9133,9246,14973,9174,10794,12689,4ebd8b3a,2022-04-12 13:19:29.134,2022-04-12 13:19:29.134,2022-04-12 13:18:25.666
9134,9247,16177,9175,10795,12690,ab0b24bf,2022-04-12 13:20:49.631,2022-04-12 13:20:49.631,2022-04-12 13:19:38.999
9135,9248,16174,9176,10796,12691,34d9abb2,2022-04-12 13:54:36.606,2022-04-12 13:54:36.606,2022-04-12 13:21:56.724
9136,9249,16175,9177,10796,12692,3f4f35b9,2022-04-12 13:53:11.607,2022-04-12 13:53:11.607,2022-04-12 13:22:55.919
9137,9250,16166,9178,10791,12684,bb5d6b62,2022-04-12 14:15:29.832,2022-04-12 14:15:29.833,2022-04-12 13:23:28.509
9138,9251,14973,9179,10797,12693,fe2746c6,2022-04-12 14:23:13.119,2022-04-12 14:23:13.119,2022-04-12 13:23:30.443
9139,9252,16180,9180,10797,12694,dfa149a1,2022-04-12 14:17:34.524,2022-04-12 14:17:34.524,2022-04-12 13:33:46.435
9140,9253,16172,9181,10791,12683,f99379e0,2022-04-12 13:38:54.798,2022-04-12 13:38:54.798,2022-04-12 13:38:14.837
9141,9254,7117,9182,869,1620,12880b43,2022-04-12 16:30:49.616,2022-04-12 16:30:49.616,2022-04-12 13:38:52.829
9142,9255,7053,9183,869,1334,738a521c,2022-04-12 16:34:28.734,2022-04-12 16:34:28.734,2022-04-12 13:39:09.882
9143,9256,16172,9184,10791,12683,0b449c66,2022-04-12 14:15:33.703,2022-04-12 14:15:33.703,2022-04-12 13:39:15.125
9144,9257,16185,9185,10797,12696,9569f366,2022-04-12 14:23:11.828,2022-04-12 14:23:11.828,2022-04-12 13:44:20.326
9145,9258,16186,9186,10797,12697,26561150,2022-04-12 14:23:38.890,2022-04-12 14:23:38.890,2022-04-12 13:45:12.929
9146,9259,16182,9187,10797,12698,51bd300d,2022-04-12 14:23:15.853,2022-04-12 14:23:15.853,2022-04-12 13:47:03.224
9147,9260,16187,9188,10797,12699,394b2669,2022-04-12 14:23:12.644,2022-04-12 14:23:12.644,2022-04-12 13:48:24.326
9148,9261,16175,9189,10796,12692,92a46286,2022-04-12 13:54:45.973,2022-04-12 13:54:45.973,2022-04-12 13:53:14.400
9149,9262,1574,9190,10799,12700,6ed280fc,2022-04-12 14:12:31.122,2022-04-12 14:12:31.122,2022-04-12 13:59:08.371
9150,9263,14960,9191,10800,12701,c6848edc,2022-04-12 14:13:52.183,2022-04-12 14:13:52.183,2022-04-12 14:07:17.547
9151,9264,14960,9191,10801,12702,df91b327,2022-04-12 15:08:23.772,2022-04-12 15:08:23.772,2022-04-12 14:14:08.913
9152,9265,16180,9192,10797,12694,836838df,2022-04-12 14:23:15.459,2022-04-12 14:23:15.459,2022-04-12 14:17:41.950
9153,9266,16194,9193,10801,12703,cc41b43c,2022-04-12 15:08:20.594,2022-04-12 15:08:20.594,2022-04-12 14:18:25.047
9154,9267,35,9194,10803,12705,9c441e80,2022-04-12 14:59:41.109,2022-04-12 14:59:41.109,2022-04-12 14:58:12.054
9155,9268,14588,9195,10804,12706,38ece6bb,2022-04-12 15:04:14.932,2022-04-12 15:04:14.932,2022-04-12 15:03:21.664
9156,9269,14588,9196,10805,12707,3f747ad7,2022-04-12 16:23:30.520,2022-04-12 16:23:30.520,2022-04-12 15:04:47.133
9157,9270,13061,9197,10805,12708,6e9ff430,2022-04-12 15:17:36.074,2022-04-12 15:17:36.074,2022-04-12 15:07:18.549
9158,9271,13061,9198,10805,12708,93760f5b,2022-04-12 15:22:54.897,2022-04-12 15:22:54.897,2022-04-12 15:17:40.223
9159,9272,13061,9199,10805,12708,6a794c02,2022-04-12 15:23:41.806,2022-04-12 15:23:41.807,2022-04-12 15:23:02.487
9160,9273,13061,9200,10805,12708,0b02a564,2022-04-12 15:24:26.230,2022-04-12 15:24:26.230,2022-04-12 15:23:48.624
9161,9274,13061,9201,10805,12708,d7a8c464,2022-04-12 16:23:34.452,2022-04-12 16:23:34.452,2022-04-12 15:24:28.522
9162,9275,16208,9202,10806,12709,37dc2378,2022-04-12 15:41:41.501,2022-04-12 15:41:41.501,2022-04-12 15:41:17.388
9163,9276,16210,9203,10808,12711,f57d4c29,2022-04-12 17:29:15.641,2022-04-12 17:29:15.642,2022-04-12 16:00:39.443
9164,9277,16212,9204,10808,12712,e947d545,2022-04-12 16:02:40.804,2022-04-12 16:02:40.804,2022-04-12 16:01:27.995
9165,9278,16213,9205,10808,12713,9517c3e1,2022-04-12 16:29:34.319,2022-04-12 16:29:34.319,2022-04-12 16:02:38.443
9166,9279,16212,9206,10808,12712,9548edb9,2022-04-12 18:31:54.330,2022-04-12 18:31:54.330,2022-04-12 16:03:33.915
9167,9280,16213,9207,10808,12713,b1a0c0c3,2022-04-12 18:31:53.141,2022-04-12 18:31:53.141,2022-04-12 16:43:39.824
9168,9281,16210,9208,10808,12711,6f4dd3c9,2022-04-12 17:31:57.355,2022-04-12 17:31:57.356,2022-04-12 17:29:58.266
9169,9282,16210,9209,10808,12711,6f4dd3c9,2022-04-12 17:32:00.720,2022-04-12 17:32:00.720,2022-04-12 17:31:59.824
9170,9283,16210,9210,10808,12711,59ed309a,2022-04-12 17:39:36.254,2022-04-12 17:39:36.254,2022-04-12 17:32:08.500
9171,9284,16210,9211,10808,12711,863c275c,2022-04-12 17:43:22.646,2022-04-12 17:43:22.646,2022-04-12 17:40:14.233
9172,9285,16210,9211,10808,12711,58255049,2022-04-12 17:53:11.223,2022-04-12 17:53:11.223,2022-04-12 17:43:32.676
9173,9286,16210,9212,10808,12711,203438cb,2022-04-12 18:30:40.138,2022-04-12 18:30:40.138,2022-04-12 17:53:25.191
9174,9287,66,9213,10810,12715,92a9de35,2022-04-13 00:37:56.611,2022-04-13 00:37:56.611,2022-04-13 00:31:16.057
9175,9288,16221,9214,10812,12717,85240d8c,2022-04-13 01:19:04.689,2022-04-13 01:19:04.689,2022-04-13 01:18:23.832
9176,9289,16221,9215,10813,12718,b6711e98,2022-04-13 01:21:28.859,2022-04-13 01:21:28.859,2022-04-13 01:19:31.935
9177,9290,14897,9216,10814,12719,8d96b582,2022-04-13 01:37:00.060,2022-04-13 01:37:00.060,2022-04-13 01:35:35.383
9178,9291,14897,9217,10815,12720,74853276,2022-04-13 04:28:31.232,2022-04-13 04:28:31.232,2022-04-13 01:37:22.539
9179,9292,16222,9218,10816,12721,b69d9a1f,2022-04-13 01:42:20.140,2022-04-13 01:42:20.140,2022-04-13 01:40:03.454
9180,9293,2,9219,10817,12722,4e99f9f4,2022-04-13 02:04:17.770,2022-04-13 02:04:17.770,2022-04-13 01:40:38.714
9181,9294,5076,9220,10815,12723,be5c23d5,2022-04-13 05:23:04.574,2022-04-13 05:23:04.574,2022-04-13 01:46:00.896
9182,9295,4154,9221,10818,12724,be50e936,2022-04-13 01:53:36.831,2022-04-13 01:53:36.831,2022-04-13 01:51:34.406
9183,9296,4154,9222,10819,12725,f86e5440,2022-04-13 01:58:32.627,2022-04-13 01:58:32.627,2022-04-13 01:55:40.105
9184,9306,15334,9232,10821,12731,ac3ffe33,2022-04-13 02:58:11.702,2022-04-13 02:58:11.702,2022-04-13 02:57:54.602
9185,9311,2483,9237,10822,12734,b49f5b06,2022-04-13 03:25:34.932,2022-04-13 03:25:34.932,2022-04-13 03:23:25.927
9186,9317,16229,9243,10823,12739,18bcf5b4,2022-04-13 03:56:31.606,2022-04-13 03:56:31.606,2022-04-13 03:55:29.361
9187,9318,14897,9244,10815,12720,6df2af44,2022-04-13 05:23:05.524,2022-04-13 05:23:05.524,2022-04-13 04:29:09.794
9188,9319,16232,9245,10826,12741,babbe0e6,2022-04-13 06:06:06.046,2022-04-13 06:06:06.046,2022-04-13 06:04:18.502
9189,9320,1751,9246,10827,12742,9c37c11a,2022-04-13 06:06:09.522,2022-04-13 06:06:09.522,2022-04-13 06:05:15.474
9190,9321,1751,9247,10826,12743,51487199,2022-04-13 06:07:34.159,2022-04-13 06:07:34.159,2022-04-13 06:06:35.546
9191,9322,16232,9248,10827,12744,28313113,2022-04-13 06:37:15.835,2022-04-13 06:37:15.835,2022-04-13 06:06:39.292
9192,9323,16233,9249,10827,12745,337c63e0,2022-04-13 06:08:37.942,2022-04-13 06:08:37.942,2022-04-13 06:07:03.421
9193,9324,1751,9250,10827,12742,24b83193,2022-04-13 06:37:14.812,2022-04-13 06:37:14.812,2022-04-13 06:07:44.411
9194,9325,16233,9251,10827,12745,c545e2d2,2022-04-13 06:09:23.849,2022-04-13 06:09:23.849,2022-04-13 06:09:10.138
9195,9326,16233,9252,10827,12745,ad4d4c2f,2022-04-13 07:55:58.548,2022-04-13 07:55:58.548,2022-04-13 06:09:51.472
9196,9327,1052,9253,10829,12747,0b32a5c9,2022-04-13 09:33:02.642,2022-04-13 09:33:02.642,2022-04-13 09:32:30.029
9197,9328,1052,9254,10830,12748,66f225eb,2022-04-13 09:34:20.069,2022-04-13 09:34:20.070,2022-04-13 09:33:42.394
9198,9329,16262,9255,10831,12749,ef4fbd50,2022-04-13 09:42:02.882,2022-04-13 09:42:02.882,2022-04-13 09:39:21.648
9199,9330,16142,9256,10832,12750,aee7d670,2022-04-13 09:44:08.491,2022-04-13 09:44:08.491,2022-04-13 09:40:48.907
9200,9331,16288,9257,10836,12753,27c2d96a,2022-04-13 10:00:05.693,2022-04-13 10:00:05.693,2022-04-13 09:59:12.620
9201,9332,16282,9258,10837,12754,8b1ea7c5,2022-04-13 10:11:00.567,2022-04-13 10:11:00.567,2022-04-13 10:07:07.284
9202,9333,14850,9259,7369,12755,cab7bdb7,2022-04-13 10:20:22.720,2022-04-13 10:20:22.720,2022-04-13 10:11:24.790
9203,9334,16292,9260,10837,12756,26e66e7b,2022-04-13 10:33:20.029,2022-04-13 10:33:20.030,2022-04-13 10:15:11.776
9204,9335,16282,9261,10837,12754,ba1c853a,2022-04-13 10:33:33.124,2022-04-13 10:33:33.124,2022-04-13 10:17:46.186
9205,9336,10619,9262,10838,12757,336ae09e,2022-04-13 10:29:19.042,2022-04-13 10:29:19.042,2022-04-13 10:21:24.727
9206,9337,14850,9263,10839,12758,be7e9717,2022-04-13 11:22:13.745,2022-04-13 11:22:13.745,2022-04-13 10:27:16.251
9207,9338,16306,9264,10840,12759,d041de66,2022-04-13 10:57:16.469,2022-04-13 10:57:16.469,2022-04-13 10:30:09.919
9208,9339,12756,9265,10839,12760,22bd021d,2022-04-13 10:53:24.580,2022-04-13 10:53:24.580,2022-04-13 10:49:22.663
9209,9340,12756,9266,10839,12760,3a4a22e6,2022-04-13 10:54:16.506,2022-04-13 10:54:16.506,2022-04-13 10:54:02.160
9210,9341,12756,9267,10839,12760,d1e7bd62,2022-04-13 14:43:05.564,2022-04-13 14:43:05.564,2022-04-13 10:54:36.102
9211,9342,2761,9268,10842,12762,3e74a02b,2022-04-13 11:06:39.126,2022-04-13 11:06:39.126,2022-04-13 11:04:30.512
9212,9343,16296,9269,10844,12764,c508dd96,2022-04-13 11:18:06.537,2022-04-13 11:18:06.537,2022-04-13 11:13:22.572
9213,9344,14850,9270,10839,12758,d372ca1c,2022-04-13 14:09:30.794,2022-04-13 14:09:30.794,2022-04-13 11:22:39.301
9214,9345,16296,9271,10844,12764,c508dd96,2022-04-13 11:23:53.019,2022-04-13 11:23:53.019,2022-04-13 11:23:21.060
9215,9346,16337,9272,10845,12765,ac341c83,2022-04-13 11:29:50.839,2022-04-13 11:29:50.839,2022-04-13 11:24:02.458
9216,9347,16337,9273,10846,12766,edf8ba05,2022-04-13 11:27:27.244,2022-04-13 11:27:27.244,2022-04-13 11:27:15.011
9217,9348,5997,9274,10847,12767,d470015e,2022-04-13 11:41:23.548,2022-04-13 11:41:23.548,2022-04-13 11:39:36.835
9218,9349,16221,9275,10848,12768,bb223af5,2022-04-13 11:40:17.102,2022-04-13 11:40:17.102,2022-04-13 11:40:00.990
9219,9350,16221,9276,10848,12768,bb223af5,2022-04-13 11:40:37.682,2022-04-13 11:40:37.682,2022-04-13 11:40:30.734
9220,9351,16221,9277,10848,12768,9aea176f,2022-04-13 11:41:09.512,2022-04-13 11:41:09.512,2022-04-13 11:40:45.339
9221,9352,16221,9278,10848,12768,9aea176f,2022-04-13 11:42:03.733,2022-04-13 11:42:03.734,2022-04-13 11:41:38.755
9222,9353,16221,9279,10848,12768,9a5855b6,2022-04-13 12:08:20.008,2022-04-13 12:08:20.008,2022-04-13 11:42:11.776
9223,9354,6502,9280,10849,12769,b9cb0139,2022-04-13 11:47:09.407,2022-04-13 11:47:09.407,2022-04-13 11:47:04.814
9224,9355,6502,9281,10850,12770,13ab1656,2022-04-13 11:48:20.328,2022-04-13 11:48:20.328,2022-04-13 11:47:29.588
9225,9356,6357,9282,10851,12771,7c05f3a6,2022-04-13 11:52:11.699,2022-04-13 11:52:11.699,2022-04-13 11:49:26.356
9226,9357,12194,9283,10852,12772,37d2b4d7,2022-04-13 11:59:32.015,2022-04-13 11:59:32.015,2022-04-13 11:54:15.223
9227,9358,2967,9284,10776,12773,00002967,2022-04-13 12:00:35.148,2022-04-13 12:00:35.148,2022-04-13 12:00:01.175
9228,9359,2125,9285,10776,12774,00002125,2022-04-13 12:14:43.368,2022-04-13 12:14:43.368,2022-04-13 12:00:03.839
9229,9360,4933,9286,10776,12775,00004933,2022-04-13 12:00:36.860,2022-04-13 12:00:36.861,2022-04-13 12:00:03.858
9230,9361,7091,9287,10776,12776,00007091,2022-04-13 12:00:49.372,2022-04-13 12:00:49.372,2022-04-13 12:00:04.355
9231,9362,7830,9288,10776,12777,00007830,2022-04-13 12:05:02.810,2022-04-13 12:05:02.810,2022-04-13 12:00:05.575
9232,9363,6357,9289,10776,12778,00006357,2022-04-13 12:02:37.147,2022-04-13 12:02:37.147,2022-04-13 12:00:08.947
9233,9364,6615,9290,10776,12779,00006615,2022-04-13 12:03:03.098,2022-04-13 12:03:03.098,2022-04-13 12:00:09.090
9234,9365,6680,9291,10776,12780,00006680,2022-04-13 13:50:42.804,2022-04-13 13:50:42.804,2022-04-13 12:00:12.176
9235,9366,61,9292,10776,12781,00000061,2022-04-13 12:03:33.017,2022-04-13 12:03:33.017,2022-04-13 12:00:12.818
9236,9367,8749,9293,10776,12782,00008749,2022-04-13 12:12:56.323,2022-04-13 12:12:56.323,2022-04-13 12:00:13.952
9237,9368,3019,9294,10776,12783,00003019,2022-04-13 12:05:20.763,2022-04-13 12:05:20.763,2022-04-13 12:00:14.273
9238,9369,14805,9295,10776,12784,00014805,2022-04-13 12:05:07.118,2022-04-13 12:05:07.118,2022-04-13 12:00:14.917
9239,9370,2761,9296,10776,12785,00002761,2022-04-13 12:00:36.891,2022-04-13 12:00:36.891,2022-04-13 12:00:15.906
9240,9371,15455,9297,10776,12786,00015455,2022-04-13 13:46:51.230,2022-04-13 13:46:51.230,2022-04-13 12:00:16.956
9241,9372,11986,9298,10776,12787,00011986,2022-04-13 12:03:10.708,2022-04-13 12:03:10.708,2022-04-13 12:00:20.505
9242,9373,6427,9299,10776,12788,00006427,2022-04-13 12:00:46.007,2022-04-13 12:00:46.007,2022-04-13 12:00:20.990
9243,9374,593,9300,10776,12789,00000593,2022-04-13 12:05:00.914,2022-04-13 12:05:00.914,2022-04-13 12:00:27.723
9244,9375,2967,9301,10776,12773,00002967,2022-04-13 12:06:20.453,2022-04-13 12:06:20.453,2022-04-13 12:00:36.402
9245,9376,2761,9302,10776,12785,00002761,2022-04-13 12:01:39.391,2022-04-13 12:01:39.391,2022-04-13 12:00:37.405
9246,9377,4933,9303,10776,12775,00004933,2022-04-13 12:02:59.981,2022-04-13 12:02:59.981,2022-04-13 12:00:37.798
9247,9378,10619,9304,10776,12790,00010619,2022-04-13 12:03:31.704,2022-04-13 12:03:31.704,2022-04-13 12:00:39.677
9248,9379,7932,9305,10776,12791,00007932,2022-04-13 12:02:04.233,2022-04-13 12:02:04.233,2022-04-13 12:00:40.126
9249,9380,6427,9306,10776,12788,00006427,2022-04-13 12:00:50.188,2022-04-13 12:00:50.188,2022-04-13 12:00:47.221
9250,9381,6427,9307,10776,12788,00006427,2022-04-13 12:01:33.323,2022-04-13 12:01:33.323,2022-04-13 12:00:51.294
9251,9382,7091,9308,10776,12776,00007091,2022-04-13 12:04:06.496,2022-04-13 12:04:06.496,2022-04-13 12:00:52.225
9252,9383,14003,9309,10776,12792,00014003,2022-04-13 12:01:43.620,2022-04-13 12:01:43.620,2022-04-13 12:01:03.573
9253,9384,410,9310,10776,12793,00000410,2022-04-13 12:17:30.825,2022-04-13 12:17:30.825,2022-04-13 12:01:05.384
9254,9385,12174,9311,10776,12794,00012174,2022-04-13 12:03:08.404,2022-04-13 12:03:08.405,2022-04-13 12:01:28.237
9255,9386,12194,9312,10776,12795,00012194,2022-04-13 12:16:18.823,2022-04-13 12:16:18.823,2022-04-13 12:01:30.517
9256,9387,13976,9313,10776,12796,00013976,2022-04-13 12:39:37.290,2022-04-13 12:39:37.290,2022-04-13 12:01:31.202
9257,9388,2761,9314,10776,12785,00002761,2022-04-13 12:02:31.112,2022-04-13 12:02:31.112,2022-04-13 12:01:41.114
9258,9389,7932,9315,10776,12791,00007932,2022-04-13 12:04:14.671,2022-04-13 12:04:14.671,2022-04-13 12:02:05.448
9259,9390,8683,9316,10776,12797,00008683,2022-04-13 12:02:24.996,2022-04-13 12:02:24.996,2022-04-13 12:02:13.072
9260,9391,11565,9317,10776,12798,00011565,2022-04-13 12:05:10.290,2022-04-13 12:05:10.291,2022-04-13 12:02:30.147
9261,9392,94,9318,10776,12799,00000094,2022-04-13 12:03:42.142,2022-04-13 12:03:42.142,2022-04-13 12:02:32.171
9262,9393,2761,9319,10776,12785,00002761,2022-04-13 12:06:35.389,2022-04-13 12:06:35.390,2022-04-13 12:02:32.324
9263,9394,6357,9320,10776,12778,00006357,2022-04-13 12:29:02.001,2022-04-13 12:29:02.001,2022-04-13 12:02:37.337
9264,9395,8683,9321,10853,12800,a0a9857b,2022-04-13 12:08:50.192,2022-04-13 12:08:50.192,2022-04-13 12:02:39.485
9265,9396,16354,9322,10776,12801,00016354,2022-04-13 12:07:05.463,2022-04-13 12:07:05.463,2022-04-13 12:02:46.188
9266,9397,850,9323,10776,12802,00000850,2022-04-13 12:05:11.699,2022-04-13 12:05:11.699,2022-04-13 12:02:46.602
9267,9398,15595,9324,10776,12803,00015595,2022-04-13 12:03:35.213,2022-04-13 12:03:35.213,2022-04-13 12:02:57.230
9268,9399,4933,9303,10776,12775,00004933,2022-04-13 12:03:07.660,2022-04-13 12:03:07.661,2022-04-13 12:03:00.667
9269,9400,6615,9325,10776,12779,00006615,2022-04-13 13:51:00.057,2022-04-13 13:51:00.057,2022-04-13 12:03:04.907
9270,9401,12174,9326,10776,12794,00012174,2022-04-13 12:06:52.733,2022-04-13 12:06:52.733,2022-04-13 12:03:10.509
9271,9402,4933,9327,10776,12775,00004933,2022-04-13 12:03:35.064,2022-04-13 12:03:35.065,2022-04-13 12:03:11.093
9272,9403,11986,9328,10776,12787,00011986,2022-04-13 12:45:00.074,2022-04-13 12:45:00.074,2022-04-13 12:03:11.943
9273,9404,61,9329,10776,12781,00000061,2022-04-13 13:50:35.916,2022-04-13 13:50:35.916,2022-04-13 12:03:33.487
9274,9405,4933,9330,10776,12775,00004933,2022-04-13 12:06:41.798,2022-04-13 12:06:41.798,2022-04-13 12:03:35.765
9275,9406,8331,9331,10776,12804,00008331,2022-04-13 12:03:47.413,2022-04-13 12:03:47.414,2022-04-13 12:03:36.411
9276,9407,10619,9332,10776,12790,00010619,2022-04-13 12:05:44.061,2022-04-13 12:05:44.062,2022-04-13 12:03:37.858
9277,9408,94,9333,10776,12799,00000094,2022-04-13 12:04:16.573,2022-04-13 12:04:16.573,2022-04-13 12:03:42.554
9278,9409,8331,9334,10776,12804,00008331,2022-04-13 12:05:19.236,2022-04-13 12:05:19.236,2022-04-13 12:04:04.241
9279,9410,7091,9335,10776,12776,00007091,2022-04-13 13:45:12.632,2022-04-13 13:45:12.632,2022-04-13 12:04:07.759
9280,9411,15595,9336,10776,12803,00015595,2022-04-13 12:04:49.601,2022-04-13 12:04:49.601,2022-04-13 12:04:15.701
9281,9412,94,9337,10776,12799,00000094,2022-04-13 12:04:52.907,2022-04-13 12:04:52.907,2022-04-13 12:04:16.939
9282,9413,7932,9338,10776,12791,00007932,2022-04-13 12:06:54.672,2022-04-13 12:06:54.672,2022-04-13 12:04:18.481
9283,9414,14003,9340,10776,12792,00014003,2022-04-13 12:04:44.757,2022-04-13 12:04:44.758,2022-04-13 12:04:33.788
9284,9415,6679,9339,10776,12805,00006679,2022-04-13 12:05:46.799,2022-04-13 12:05:46.799,2022-04-13 12:04:33.860
9285,9416,14003,9341,10776,12792,00014003,2022-04-13 12:04:52.213,2022-04-13 12:04:52.213,2022-04-13 12:04:46.273
9286,9417,94,9342,10776,12799,00000094,2022-04-13 12:58:03.518,2022-04-13 12:58:03.518,2022-04-13 12:04:53.130
9287,9418,593,9343,10776,12789,00000593,2022-04-13 12:09:28.378,2022-04-13 12:09:28.379,2022-04-13 12:05:01.289
9288,9419,14003,9341,10776,12792,00014003,2022-04-13 12:05:35.056,2022-04-13 12:05:35.056,2022-04-13 12:05:04.047
9289,9420,7830,9344,10776,12777,00007830,2022-04-13 12:09:04.989,2022-04-13 12:09:04.989,2022-04-13 12:05:05.647
9290,9421,14805,9345,10776,12784,00014805,2022-04-13 12:09:20.132,2022-04-13 12:09:20.132,2022-04-13 12:05:08.050
9291,9422,11565,9346,10776,12798,00011565,2022-04-13 12:36:38.769,2022-04-13 12:36:38.769,2022-04-13 12:05:10.950
